Source,Target,Weight,Type
D_0,E_114,3,undirected
D_0,E_42,7,undirected
D_0,J_67,4,undirected
D_0,K_13,14,undirected
D_0,K_99,2,undirected
D_0,S_125,21,undirected
D_0,S_138,1,undirected
D_0,S_145,2,undirected
D_0,S_24,15,undirected
D_0,S_3,5,undirected
D_0,S_48,1,undirected
D_0,S_54,3,undirected
D_0,S_57,3,undirected
D_0,S_59,14,undirected
D_0,S_94,6,undirected
D_1,J_131,3,undirected
D_1,J_141,26,undirected
D_1,J_25,10,undirected
D_1,J_34,2,undirected
D_1,J_67,2,undirected
D_1,K_129,3,undirected
D_1,K_139,1,undirected
D_1,S_103,1,undirected
D_1,S_109,2,undirected
D_1,S_20,2,undirected
D_1,S_24,21,undirected
D_1,S_48,5,undirected
D_1,S_71,4,undirected
D_1,S_72,3,undirected
D_1,S_90,7,undirected
D_1,S_94,16,undirected
D_2,E_103,3,undirected
D_2,E_114,8,undirected
D_2,E_131,1,undirected
D_2,E_20,3,undirected
D_2,E_45,2,undirected
D_2,E_60,1,undirected
D_2,E_97,1,undirected
D_2,J_103,4,undirected
D_2,J_115,1,undirected
D_2,J_25,2,undirected
D_2,J_67,9,undirected
D_2,J_76,2,undirected
D_2,K_30,2,undirected
D_2,K_43,3,undirected
D_2,K_54,2,undirected
D_2,S_20,21,undirected
D_2,S_24,9,undirected
D_2,S_83,4,undirected
D_2,S_90,3,undirected
D_2,S_94,9,undirected
D_3,E_114,2,undirected
D_3,J_67,12,undirected
D_3,J_88,2,undirected
D_3,K_103,5,undirected
D_3,K_144,5,undirected
D_3,K_146,1,undirected
D_3,K_84,3,undirected
D_3,S_128,2,undirected
D_3,S_24,30,undirected
D_3,S_48,3,undirected
D_3,S_71,3,undirected
D_3,S_90,9,undirected
D_3,S_94,13,undirected
D_4,E_114,1,undirected
D_4,E_20,1,undirected
D_4,E_60,14,undirected
D_4,E_64,3,undirected
D_4,J_3,2,undirected
D_4,J_44,2,undirected
D_4,J_67,3,undirected
D_4,J_76,4,undirected
D_4,K_19,2,undirected
D_4,K_39,1,undirected
D_4,S_0,1,undirected
D_4,S_10,2,undirected
D_4,S_18,2,undirected
D_4,S_24,16,undirected
D_4,S_46,3,undirected
D_4,S_59,4,undirected
D_4,S_70,3,undirected
D_4,S_71,9,undirected
D_4,S_90,7,undirected
D_4,S_94,10,undirected
D_5,E_114,1,undirected
D_5,J_25,4,undirected
D_5,J_67,11,undirected
D_5,K_103,5,undirected
D_5,K_127,5,undirected
D_5,K_13,2,undirected
D_5,K_137,4,undirected
D_5,K_39,1,undirected
D_5,K_49,3,undirected
D_5,S_109,11,undirected
D_5,S_20,4,undirected
D_5,S_24,18,undirected
D_5,S_71,2,undirected
D_5,S_90,4,undirected
D_5,S_94,15,undirected
D_6,E_114,10,undirected
D_6,E_19,1,undirected
D_6,E_37,1,undirected
D_6,E_72,3,undirected
D_6,E_81,3,undirected
D_6,J_140,1,undirected
D_6,J_25,2,undirected
D_6,J_67,15,undirected
D_6,K_13,8,undirected
D_6,K_14,1,undirected
D_6,K_145,1,undirected
D_6,K_49,10,undirected
D_6,K_6,2,undirected
D_6,S_20,2,undirected
D_6,S_24,15,undirected
D_6,S_54,1,undirected
D_6,S_70,9,undirected
D_6,S_94,5,undirected
E_0,E_1,21,undirected
E_0,E_114,5,undirected
E_0,E_149,50,undirected
E_0,E_20,14,undirected
E_0,E_42,1,undirected
E_0,E_60,10,undirected
E_0,E_70,3,undirected
E_0,E_97,19,undirected
E_0,J_67,12,undirected
E_0,S_24,3,undirected
E_0,S_70,2,undirected
E_0,S_94,2,undirected
E_1,E_0,21,undirected
E_1,E_107,6,undirected
E_1,E_11,1,undirected
E_1,E_112,1,undirected
E_1,E_114,14,undirected
E_1,E_19,2,undirected
E_1,E_20,5,undirected
E_1,E_42,4,undirected
E_1,E_60,12,undirected
E_1,E_70,4,undirected
E_1,J_26,6,undirected
E_1,J_67,3,undirected
E_1,K_13,4,undirected
E_1,K_34,1,undirected
E_1,S_125,2,undirected
E_1,S_126,1,undirected
E_1,S_23,2,undirected
E_1,S_24,10,undirected
E_1,S_43,2,undirected
E_1,S_44,2,undirected
E_1,S_66,1,undirected
E_1,S_67,1,undirected
E_1,S_70,3,undirected
E_1,S_94,5,undirected
E_10,E_103,3,undirected
E_10,E_107,19,undirected
E_10,E_114,7,undirected
E_10,E_117,1,undirected
E_10,E_135,1,undirected
E_10,E_143,4,undirected
E_10,E_20,44,undirected
E_10,E_42,2,undirected
E_10,E_45,2,undirected
E_10,E_73,1,undirected
E_10,E_88,1,undirected
E_10,E_97,2,undirected
E_10,J_130,1,undirected
E_10,J_25,1,undirected
E_10,J_67,4,undirected
E_10,K_54,1,undirected
E_10,S_24,1,undirected
E_100,E_107,4,undirected
E_100,E_114,5,undirected
E_100,E_136,2,undirected
E_100,E_42,1,undirected
E_100,E_60,5,undirected
E_100,J_100,6,undirected
E_100,J_103,1,undirected
E_100,J_67,25,undirected
E_100,K_127,1,undirected
E_100,K_39,1,undirected
E_100,S_11,7,undirected
E_100,S_113,6,undirected
E_100,S_24,11,undirected
E_100,S_71,1,undirected
E_100,S_85,1,undirected
E_100,S_90,7,undirected
E_100,S_94,6,undirected
E_101,E_111,1,undirected
E_101,E_114,2,undirected
E_101,E_12,5,undirected
E_101,E_147,12,undirected
E_101,E_53,2,undirected
E_101,E_60,1,undirected
E_101,E_7,3,undirected
E_101,E_97,4,undirected
E_101,J_128,2,undirected
E_101,J_136,1,undirected
E_101,J_146,1,undirected
E_101,J_67,11,undirected
E_101,J_8,6,undirected
E_101,K_19,3,undirected
E_101,K_4,2,undirected
E_101,S_11,4,undirected
E_101,S_24,16,undirected
E_101,S_70,2,undirected
E_101,S_71,1,undirected
E_101,S_77,2,undirected
E_101,S_85,2,undirected
E_101,S_90,1,undirected
E_101,S_94,9,undirected
E_102,E_114,9,undirected
E_102,E_82,8,undirected
E_102,J_113,1,undirected
E_102,J_149,4,undirected
E_102,J_67,24,undirected
E_102,K_129,2,undirected
E_102,K_19,4,undirected
E_102,K_49,4,undirected
E_102,K_71,1,undirected
E_102,S_24,22,undirected
E_102,S_29,3,undirected
E_102,S_35,1,undirected
E_102,S_90,2,undirected
E_102,S_94,5,undirected
E_103,D_2,3,undirected
E_103,E_10,3,undirected
E_103,E_106,5,undirected
