Source,Target,Weight,Type
E_1,E_100,3,undirected
E_1,E_287,1,undirected
E_1,E_44,2,undirected
E_10,E_100,3,undirected
E_10,E_227,1,undirected
E_10,E_317,4,undirected
E_10,E_40,2,undirected
E_10,E_77,1,undirected
E_10,K_70,1,undirected
E_100,E_1,3,undirected
E_100,E_10,3,undirected
E_100,E_102,1,undirected
E_100,E_106,3,undirected
E_100,E_109,3,undirected
E_100,E_118,3,undirected
E_100,E_121,3,undirected
E_100,E_125,2,undirected
E_100,E_128,2,undirected
E_100,E_131,3,undirected
E_100,E_137,1,undirected
E_100,E_149,2,undirected
E_100,E_150,3,undirected
E_100,E_151,3,undirected
E_100,E_155,3,undirected
E_100,E_156,3,undirected
E_100,E_157,3,undirected
E_100,E_160,3,undirected
E_100,E_161,3,undirected
E_100,E_167,3,undirected
E_100,E_171,3,undirected
E_100,E_173,3,undirected
E_100,E_174,3,undirected
E_100,E_175,3,undirected
E_100,E_176,2,undirected
E_100,E_177,2,undirected
E_100,E_178,2,undirected
E_100,E_179,3,undirected
E_100,E_184,1,undirected
E_100,E_185,3,undirected
E_100,E_188,3,undirected
E_100,E_190,2,undirected
E_100,E_191,3,undirected
E_100,E_195,3,undirected
E_100,E_200,3,undirected
E_100,E_201,3,undirected
E_100,E_203,3,undirected
E_100,E_205,2,undirected
E_100,E_207,3,undirected
E_100,E_21,3,undirected
E_100,E_212,3,undirected
E_100,E_215,3,undirected
E_100,E_216,3,undirected
E_100,E_219,3,undirected
E_100,E_220,3,undirected
E_100,E_221,2,undirected
E_100,E_222,3,undirected
E_100,E_223,2,undirected
E_100,E_225,2,undirected
E_100,E_230,3,undirected
E_100,E_233,3,undirected
E_100,E_234,3,undirected
E_100,E_237,1,undirected
E_100,E_238,2,undirected
E_100,E_239,2,undirected
E_100,E_242,3,undirected
E_100,E_245,3,undirected
E_100,E_247,3,undirected
E_100,E_249,3,undirected
E_100,E_25,3,undirected
E_100,E_263,2,undirected
E_100,E_269,3,undirected
E_100,E_270,2,undirected
E_100,E_272,2,undirected
E_100,E_273,1,undirected
E_100,E_275,3,undirected
E_100,E_278,1,undirected
E_100,E_279,3,undirected
E_100,E_280,3,undirected
E_100,E_283,2,undirected
E_100,E_287,5,undirected
E_100,E_289,3,undirected
E_100,E_29,3,undirected
E_100,E_292,3,undirected
E_100,E_293,1,undirected
E_100,E_298,3,undirected
E_100,E_300,3,undirected
E_100,E_303,3,undirected
E_100,E_304,3,undirected
E_100,E_306,3,undirected
E_100,E_307,3,undirected
E_100,E_308,3,undirected
E_100,E_311,3,undirected
E_100,E_312,2,undirected
E_100,E_313,3,undirected
E_100,E_317,1,undirected
E_100,E_319,3,undirected
E_100,E_32,2,undirected
E_100,E_324,1,undirected
E_100,E_325,1,undirected
E_100,E_326,1,undirected
E_100,E_33,2,undirected
E_100,E_331,3,undirected
E_100,E_336,3,undirected
E_100,E_340,3,undirected
E_100,E_342,3,undirected
E_100,E_345,3,undirected
E_100,E_35,1,undirected
E_100,E_352,3,undirected
E_100,E_353,3,undirected
E_100,E_354,3,undirected
E_100,E_359,3,undirected
E_100,E_361,3,undirected
E_100,E_362,3,undirected
E_100,E_365,2,undirected
E_100,E_366,2,undirected
E_100,E_368,2,undirected
E_100,E_371,1,undirected
E_100,E_374,3,undirected
E_100,E_375,3,undirected
E_100,E_377,2,undirected
E_100,E_38,3,undirected
E_100,E_40,3,undirected
E_100,E_42,3,undirected
E_100,E_43,2,undirected
E_100,E_49,3,undirected
E_100,E_50,3,undirected
E_100,E_52,1,undirected
E_100,E_54,2,undirected
E_100,E_55,1,undirected
E_100,E_57,3,undirected
E_100,E_58,3,undirected
E_100,E_6,3,undirected
E_100,E_60,2,undirected
E_100,E_61,2,undirected
E_100,E_64,3,undirected
E_100,E_65,3,undirected
E_100,E_66,1,undirected
E_100,E_67,3,undirected
E_100,E_68,3,undirected
E_100,E_7,3,undirected
E_100,E_70,1,undirected
E_100,E_74,2,undirected
E_100,E_76,2,undirected
E_100,E_77,3,undirected
E_100,E_79,2,undirected
E_100,E_81,3,undirected
E_100,E_90,2,undirected
E_100,E_95,3,undirected
E_100,E_98,2,undirected
E_100,K_101,3,undirected
E_100,K_105,3,undirected
E_100,K_107,3,undirected
E_100,K_111,2,undirected
E_100,K_114,2,undirected
E_100,K_13,3,undirected
E_100,K_143,2,undirected
E_100,K_147,3,undirected
E_100,K_154,3,undirected
E_100,K_155,3,undirected
E_100,K_159,3,undirected
E_100,K_163,2,undirected
E_100,K_164,3,undirected
E_100,K_166,3,undirected
E_100,K_167,3,undirected
E_100,K_170,3,undirected
E_100,K_18,2,undirected
E_100,K_184,3,undirected
E_100,K_189,2,undirected
E_100,K_19,2,undirected
E_100,K_198,1,undirected
E_100,K_20,3,undirected
E_100,K_200,3,undirected
E_100,K_208,3,undirected
E_100,K_214,2,undirected
E_100,K_216,3,undirected
E_100,K_22,3,undirected
E_100,K_226,2,undirected
E_100,K_227,3,undirected
E_100,K_230,3,undirected
E_100,K_231,3,undirected
E_100,K_232,2,undirected
E_100,K_233,1,undirected
E_100,K_234,3,undirected
E_100,K_236,3,undirected
E_100,K_237,3,undirected
E_100,K_240,1,undirected
E_100,K_242,3,undirected
E_100,K_246,3,undirected
E_100,K_247,2,undirected
E_100,K_255,3,undirected
E_100,K_257,1,undirected
E_100,K_26,3,undirected
E_100,K_260,3,undirected
E_100,K_261,3,undirected
E_100,K_267,3,undirected
E_100,K_27,3,undirected
E_100,K_272,3,undirected
E_100,K_273,3,undirected
E_100,K_32,3,undirected
E_100,K_41,3,undirected
E_100,K_42,3,undirected
E_100,K_52,3,undirected
E_100,K_55,3,undirected
E_100,K_56,3,undirected
E_100,K_57,3,undirected
E_100,K_6,3,undirected
E_100,K_61,3,undirected
E_100,K_64,3,undirected
E_100,K_66,3,undirected
E_100,K_70,6,undirected
E_100,K_71,3,undirected
E_100,K_8,3,undirected
E_100,K_82,3,undirected
E_100,K_94,1,undirected
E_100,K_95,3,undirected
E_100,K_97,3,undirected
E_100,K_98,2,undirected
E_100,S_104,3,undirected
E_100,S_113,3,undirected
E_100,S_153,1,undirected
E_100,S_155,3,undirected
E_100,S_162,3,undirected
E_100,S_174,2,undirected
E_100,S_179,2,undirected
E_100,S_180,2,undirected
E_100,S_210,3,undirected
E_100,S_221,3,undirected
E_100,S_227,2,undirected
E_100,S_256,3,undirected
E_100,S_281,3,undirected
E_100,S_285,2,undirected
E_100,S_295,3,undirected
E_100,S_301,3,undirected
E_100,S_33,3,undirected
E_100,S_331,3,undirected
E_100,S_339,3,undirected
E_100,S_350,3,undirected
E_100,S_366,3,undirected
E_100,S_369,3,undirected
E_100,S_378,3,undirected
E_100,S_38,3,undirected
E_100,S_381,3,undirected
E_100,S_404,4,undirected
E_100,S_412,3,undirected
E_100,S_419,2,undirected
E_100,S_44,3,undirected
E_100,S_446,1,undirected
E_100,S_457,3,undirected
E_100,S_53,3,undirected
E_100,S_67,3,undirected
E_100,S_7,3,undirected
E_100,S_8,3,undirected
E_102,E_100,1,undirected
E_102,E_109,1,undirected
E_102,E_110,1,undirected
E_102,E_125,1,undirected
E_102,E_150,1,undirected
E_102,E_161,2,undirected
E_102,E_171,1,undirected
E_102,E_176,1,undirected
E_102,E_181,3,undirected
E_102,E_195,1,undirected
E_102,E_221,1,undirected
E_102,E_222,1,undirected
E_102,E_272,3,undirected
E_102,E_283,1,undirected
E_102,E_287,2,undirected
E_102,E_298,1,undirected
E_102,E_327,2,undirected
E_102,E_330,2,undirected
E_102,E_349,2,undirected
E_102,E_353,2,undirected
E_102,E_354,1,undirected
E_102,E_368,1,undirected
E_102,E_378,1,undirected
E_102,E_4,1,undirected
E_102,E_44,1,undirected
