Source,Target,Weight,Type
Elvis Presley_1960,Eminem_2011,2,undirected
Elvis Presley_1960,Taylor Swift_2010,1,undirected
Elvis Presley_1960,Taylor Swift_2014,3,undirected
Eminem_1996,Eminem_2004,2,undirected
Eminem_1996,Snoop Dogg_1999,1,undirected
Eminem_1996,Snoop Dogg_2004,3,undirected
Eminem_1997,Eminem_1999,3,undirected
Eminem_1997,Eminem_2000,1,undirected
Eminem_1997,Eminem_2013,2,undirected
Eminem_1998,Eminem_1999,3,undirected
Eminem_1998,Eminem_2009,1,undirected
Eminem_1998,Eminem_2013,2,undirected
Eminem_1999,Eminem_1997,3,undirected
Eminem_1999,Eminem_1998,3,undirected
Eminem_1999,Eminem_2000,3,undirected
Eminem_1999,Eminem_2010,1,undirected
Eminem_1999,Eminem_2013,3,undirected
Eminem_2000,Eminem_1997,1,undirected
Eminem_2000,Eminem_1999,3,undirected
Eminem_2000,Eminem_2002,2,undirected
Eminem_2000,Eminem_2013,3,undirected
Eminem_2002,Eminem_2000,2,undirected
Eminem_2002,Eminem_2004,1,undirected
Eminem_2002,Eminem_2010,4,undirected
Eminem_2002,Eminem_2013,2,undirected
Eminem_2004,Eminem_1996,2,undirected
Eminem_2004,Eminem_2002,1,undirected
Eminem_2004,Eminem_2009,3,undirected
Eminem_2004,Eminem_2010,1,undirected
Eminem_2004,Eminem_2013,4,undirected
Eminem_2009,Eminem_1998,1,undirected
Eminem_2009,Eminem_2004,3,undirected
Eminem_2009,Eminem_2010,4,undirected
Eminem_2009,Eminem_2011,1,undirected
Eminem_2009,Eminem_2013,5,undirected
Eminem_2009,Eminem_2014,2,undirected
Eminem_2010,Eminem_1999,1,undirected
Eminem_2010,Eminem_2002,4,undirected
Eminem_2010,Eminem_2004,1,undirected
Eminem_2010,Eminem_2009,4,undirected
Eminem_2010,Eminem_2011,3,undirected
Eminem_2010,Eminem_2013,6,undirected
Eminem_2010,Eminem_2014,1,undirected
Eminem_2010,Jay-Z_2009,1,undirected
Eminem_2010,Snoop Dogg_2004,1,undirected
Eminem_2011,Elvis Presley_1960,2,undirected
Eminem_2011,Eminem_2009,1,undirected
Eminem_2011,Eminem_2010,3,undirected
Eminem_2011,Eminem_2013,2,undirected
Eminem_2013,Eminem_1997,2,undirected
Eminem_2013,Eminem_1998,2,undirected
Eminem_2013,Eminem_1999,3,undirected
Eminem_2013,Eminem_2000,3,undirected
Eminem_2013,Eminem_2002,2,undirected
Eminem_2013,Eminem_2004,4,undirected
Eminem_2013,Eminem_2009,5,undirected
Eminem_2013,Eminem_2010,6,undirected
Eminem_2013,Eminem_2011,2,undirected
Eminem_2013,Eminem_2014,3,undirected
Eminem_2013,Jay-Z_2007,2,undirected
Eminem_2013,Kendrick Lamar_2009,2,undirected
Eminem_2013,Kendrick Lamar_2017,1,undirected
Eminem_2013,Taylor Swift_2020,1,undirected
Eminem_2014,Eminem_2009,2,undirected
Eminem_2014,Eminem_2010,1,undirected
Eminem_2014,Eminem_2013,3,undirected
Jay-Z_1996,Jay-Z_1997,6,undirected
Jay-Z_1996,Jay-Z_1998,1,undirected
Jay-Z_1996,Jay-Z_1999,2,undirected
Jay-Z_1996,Kendrick Lamar_2009,1,undirected
Jay-Z_1997,Jay-Z_1996,6,undirected
Jay-Z_1997,Jay-Z_1998,5,undirected
Jay-Z_1997,Jay-Z_1999,2,undirected
Jay-Z_1998,Jay-Z_1996,1,undirected
Jay-Z_1998,Jay-Z_1997,5,undirected
Jay-Z_1998,Jay-Z_1999,2,undirected
Jay-Z_1999,Jay-Z_1996,2,undirected
Jay-Z_1999,Jay-Z_1997,2,undirected
Jay-Z_1999,Jay-Z_1998,2,undirected
Jay-Z_1999,Jay-Z_2001,2,undirected
Jay-Z_1999,Jay-Z_2002,5,undirected
Jay-Z_1999,Jay-Z_2003,4,undirected
Jay-Z_2001,Jay-Z_1999,2,undirected
Jay-Z_2001,Jay-Z_2002,1,undirected
Jay-Z_2001,Jay-Z_2003,3,undirected
Jay-Z_2002,Jay-Z_1999,5,undirected
Jay-Z_2002,Jay-Z_2001,1,undirected
Jay-Z_2002,Jay-Z_2003,6,undirected
Jay-Z_2002,Jay-Z_2006,2,undirected
Jay-Z_2002,Jay-Z_2007,3,undirected
Jay-Z_2002,Jay-Z_2009,2,undirected
Jay-Z_2002,Kendrick Lamar_2009,1,undirected
Jay-Z_2003,Jay-Z_1999,4,undirected
Jay-Z_2003,Jay-Z_2001,3,undirected
Jay-Z_2003,Jay-Z_2002,6,undirected
Jay-Z_2003,Jay-Z_2006,3,undirected
Jay-Z_2003,Jay-Z_2007,1,undirected
Jay-Z_2003,Jay-Z_2009,3,undirected
Jay-Z_2003,Kendrick Lamar_2009,1,undirected
Jay-Z_2006,Jay-Z_2002,2,undirected
Jay-Z_2006,Jay-Z_2003,3,undirected
Jay-Z_2006,Kendrick Lamar_2009,1,undirected
Jay-Z_2007,Eminem_2013,2,undirected
Jay-Z_2007,Jay-Z_2002,3,undirected
Jay-Z_2007,Jay-Z_2003,1,undirected
Jay-Z_2009,Eminem_2010,1,undirected
Jay-Z_2009,Jay-Z_2002,2,undirected
Jay-Z_2009,Jay-Z_2003,3,undirected
Kendrick Lamar_2009,Eminem_2013,2,undirected
Kendrick Lamar_2009,Jay-Z_1996,1,undirected
Kendrick Lamar_2009,Jay-Z_2002,1,undirected
Kendrick Lamar_2009,Jay-Z_2003,1,undirected
Kendrick Lamar_2009,Jay-Z_2006,1,undirected
Kendrick Lamar_2009,Kendrick Lamar_2010,6,undirected
Kendrick Lamar_2009,Kendrick Lamar_2011,4,undirected
Kendrick Lamar_2009,Kendrick Lamar_2012,3,undirected
Kendrick Lamar_2009,Kendrick Lamar_2015,3,undirected
